domain	subset	idx	label	sentence1	sentence2	file
OnWN	2013	74	3.8	(cause to) adopt a different system, value, or viewpoint	cause to adopt a new or different faith.	sts-other
tweet-news	2014	322	4.4	#Socialmedia makes folks more honest, says #Cornell prof #Facebook #LinkedIn	Social media make us more honest	sts-other
plagiarism	2016	910	0.0	The way that a 'term' is defined depends on the application.	The easiest way to look at inheritance is as an “…is a kind of” relationship.	sts-other
tweet-news	2014	181	3.4	obit: Vincent Sombrotto, leader of 1970 strike that shut post offices across country 'til Nixon sent the National Guard	Vincent Sombrotto, Who Led Postal Strike, Dies at 89	sts-other
question-question	2016	979	1.0	Which part of the GRE is more important to admissions committees?	Why do admissions committees consider the Statement of Purpose to be important?	sts-other
OnWN	2013	533	0.0	the act of annoying someone or something	the act of admitting someone to enter.	sts-other
OnWN	2013	137	2.2	the act of moving, turning something	the act of drawing or hauling something.	sts-other
FNWN	2013	32	2.2	this frame contains words that describe how potent a chemical is.	having a strong physiological or chemical effect;	sts-other
OnWN	2013	248	0.0	the act of accusing someone or something for being at fault	the act of liberating someone or something.	sts-other
plagiarism	2016	399	0.0	There is also Conditional Probability which is usually interested in the way variables relate to each other.	The PageRank is a recursive algorithm used by Google to determine which webpages are more important than others.	sts-other
OnWN	2014	627	0.0	(Cause to) be covered with something.	give someone credit for something.	sts-other
plagiarism	2016	92	2.0	A document is represented as a vector, with each dimension corresponding to a separate term.	The basic idea is to represent each document as a vector of certain weighted word frequencies.	sts-other
FNWN	2013	155	2.8	this frame has to do with scientific taxonomy. the lexical units in this frame include the seven major classifications in which organisms are grouped based on common biological characteristics. these classifications are labeled rank in this frame. the members or subtype of the rank is often expressed with the use of the target-denoting noun.	(biology) taxonomic group containing one or more families	sts-other
tweet-news	2014	3	4.2	Car bomb detonates outside #Afghan intelligence agency; casualty toll unclear.	Powerful Car Bomb Explodes Outside Afghan Intelligence Agency	sts-other
tweet-news	2014	62	2.4	Rome's colorful Colosseum	Rome's Colosseum gives up secrets	sts-other
OnWN	2014	539	0.4	estimate or calculate the numerical value of something	observe or plot the moving path of something.	sts-other
tweet-news	2014	749	4.0	DAILY REVIEW: Selected Letters of William Styron  #Review	?Selected Letters of William Styron?	sts-other
surprise.OnWN	2012test	660	3.75	Make a map of; show or establish the    features or details of; explore or survey for the purposes of making a    map.	make a map of; show or establish the features of details of.	sts-other
FNWN	2013	113	2.0	words in this frame have to do with a cognizer being aware (or not being aware) of the difference between two phenomena, which may be expressed jointly or disjointly.	be able to distinguish, recognize as being different;	sts-other
OnWN	2013	145	0.6	the act of reasoning, cogitation	the act of beginning something new.	sts-other
OnWN	2014	358	0.0	measure the time or duration of	make weak by stunting the growth or development of.	sts-other
belief	2015	1404	0.0	if they have made peace with their pay, then there is no reason you should not be at peace with their pay as well.	the debate is whether or not a new mosque should be built at that very location.	sts-other
OnWN	2014	598	0.0	meet or encounter on social or professional capacity	get or extort (money or other possessions) from someone.	sts-other
OnWN	2014	237	5.0	a small gift or souvenir given to guests at a party	souvenir consisting of a small gift given to a guest at a party.	sts-other
surprise.OnWN	2012test	106	2.5	a written list of particular things being offered	a list of particulars (as a playbill or bill of fare).	sts-other
belief	2015	129	2.6	so, he is a 'self made man', if you want to quibble over that, fine.	if that is not a self made man i have never heard of one.	sts-other
belief	2015	1544	1.8	i agree with you about 'shouting about being different', what do you count as proclaiming difference?	i agree with you, quantum windbag, and so do most legal commentators i have read.	sts-other
FNWN	2013	133	1.2	an agent or entity becomes sufficient enough to meet a standard. alternatively, an action or occurrence can be thought of as event that fulfills a standard. in this frame, the agent, entity, or event can be conceptualized as being on a scale where a change of value or circumstances brings it in line with the position of the standard on the scale.	fill or meet a want or need	sts-other
belief	2015	1965	0.6	is your health care rationed?	is there any property involved?	sts-other
surprise.OnWN	2012test	531	4.75	the activity of providing supplies	the activity of supplying or providing something.	sts-other
belief	2015	346	0.6	they can negotiate their own contract without having to carry the fat, lazy, uneducated, low skilled and dependent union worker.	others have the right to their opinions as always, we don't have to agree, and there's little chance we ever will agree.	sts-other
belief	2015	641	0.8	they need to be funded and organised on a state-wide basis, these tiny school districts make no sense.	he's been selected for the 2nd year running to go to a 'workshop' day at the local secondary school which specialises in science.	sts-other
OnWN	2014	700	4.2	behave or move in a certain manner	behave in a certain way.	sts-other
tweet-news	2014	51	2.6	Apple makes a $13.1 billion profit, sells 28% more iPhones and 48% more iPads. Stock dips 11%	Apple?s Profits Are Flat, and Stock Drops	sts-other
OnWN	2014	247	4.6	drag loosely along a surface, trail	drag loosely along a surface; allow to sweep the ground.	sts-other
surprise.OnWN	2012test	588	5.0	Admit to testing/proof	admit to testing or proof.	sts-other
tweet-news	2014	189	4.6	NY Times: Dot Earth Blog: Is 'Wild West' Era for Fracking Coming to an End?	Is 'Wild West' Era for Gas Drilling Coming to an End?	sts-other
tweet-news	2014	652	4.0	lance armstrong quotes, pure gold	Lance's classic quotes	sts-other
tweet-news	2014	117	2.8	Study: College-educated weathered downturn best:	Study Shows College Degree?s Value During Economic Downturn	sts-other
OnWN	2014	90	4.0	meet or encounter on social or professional capacity	go to see for professional or business reasons.	sts-other
surprise.OnWN	2012test	492	3.0	Talk or behave amorously; have sex with.	talk or behave amorously, without serious intentions.	sts-other
surprise.OnWN	2012test	350	3.5	cancel, reverse, annul	cancel, annul, or reverse an action or its effect.	sts-other
surprise.OnWN	2012test	689	4.5	beat thoroughly in a competition or fight	beat thoroughly and conclusively in a competition or fight.	sts-other
plagiarism	2016	774	3.0	The vector is then constucted of the frequency of eacher word (dimension).	The basic idea is to represent each document as a vector of certain weighted word frequencies.	sts-other
OnWN	2013	73	0.8	the conclusion of a communication	the intended meaning of a communication.	sts-other
OnWN	2013	537	0.4	The state of being absent.	the state of being excommunicated.	sts-other
tweet-news	2014	728	3.6	This is interesting - NYTimes: Parents? Financial Support May Not Help College Grades	Parents? Financial Support Linked to College Grades	sts-other
plagiarism	2016	983	3.0	Inheritance is an important feature in object orientated programming.	The peropos of inheritance in object oriented programming is to minimize the reuse of existing code without modification.	sts-other
tweet-news	2014	349	4.8	Exercise Can Boost Flu Shot?s Potency  #flushot #exercise #health	Exercise Can Boost Flu Shot's Potency	sts-other
surprise.OnWN	2012test	641	4.0	hurt, feel physical pain	feel physical pain.	sts-other
tweet-news	2014	460	2.8	Apps to help you ski:  via NY Times	App Smart: Apps Helps Skiers Get More Out of the Slopes - App Smart	sts-other
surprise.OnWN	2012test	528	3.75	make more complex or intricate	make more complex, intricate, or richer.	sts-other
OnWN	2014	560	2.8	remove to or from a place or situation	remove or force out from a position.	sts-other
OnWN	2014	671	4.4	prepare for/put to action or use	make ready for action or use.	sts-other
tweet-news	2014	268	4.0	NYTimes: N.R.A. Attacks Obama & Daughters in Video \ repugnant.	N.R.A. Attacks Obama in Video	sts-other
belief	2015	67	3.0	the gop is fighting for freedom of choice.	so now it is a fight for freedom of choice.	sts-other
tweet-news	2014	710	1.0	"3D version of ?Top Gun? was rejected by #China's censors. The line ""religion is darkness' in ""Life of Pi"" gt the X too"	In Hollywood Movies for China, Bureaucrats Want a Say	sts-other
tweet-news	2014	9	3.0	"Cc  "": At least 90 killed in Brazil nightclub fire """	Hundreds killed in Brazil nightclub fire	sts-other
tweet-news	2014	104	3.0	2013 Oscar nominations: Who got	2013 Oscar nods: Who got snubbed?	sts-other
tweet-news	2014	476	2.2	Sheriff: I won't enforce Obama's gun laws He's 1 black guy, they r US laws & calm the fuck down #overparanoia&racism	Sheriff won't enforce 'unconstitutional' gun laws	sts-other
OnWN	2013	47	5.0	Limit in quantity or quality.	limit in quality or quantity.	sts-other
surprise.OnWN	2012test	288	2.0	throw with force	utter with force; utter vehemently.	sts-other
tweet-news	2014	296	0.0	I'm regretful that it has to come to this for some.	Tibetan sets himself on fire to protest Chinese rule	sts-other
